,decade,artist,song,track id,release date,song length (ms),explicit,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time signature,valence
20,2000-2009,Flo Rida,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,2008-03-17,231400,False,84,0.0928,0.918,0.609,0.0,10,0.139,-5.64,0,0.0791,128.008,4,0.304
21,2000-2009,Kanye West,Stronger,4fzsfWzRhPawzqhX8Qt9F3,2007-09-11,311866,True,84,0.00564,0.617,0.717,0.0,10,0.408,-7.858,0,0.153,103.992,4,0.49
22,2000-2009,JAY-Z,Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO,2009-09-08,276920,True,84,0.0295,0.491,0.956,0.0,11,0.46,-1.538,1,0.392,173.585,4,0.811
23,2000-2009,Outkast,Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV,2000-10-31,270506,True,84,0.143,0.843,0.806,0.0,4,0.0771,-5.946,0,0.269,94.948,4,0.613
24,2000-2009,Britney Spears,Toxic,6I9VzXrHxO9rA9A5euc8Ak,2003-11-13,198800,False,84,0.0249,0.774,0.838,0.025,5,0.242,-3.914,0,0.114,143.04,4,0.924
25,2000-2009,Lady Gaga,Bad Romance,0SiywuOBRcynK0uKGWdCnn,2009-11-05,294573,True,84,0.00314,0.696,0.921,5.24e-05,0,0.0842,-3.755,1,0.0363,119.001,4,0.714
26,2000-2009,Bing Crosby,Do You Hear What I Hear? - Remastered 2006,5aDoUmxBsbdpS16alksb5Z,2006-01-01,165666,False,84,0.813,0.566,0.246,1.48e-06,10,0.195,-15.499,1,0.0276,101.529,4,0.412
27,2000-2009,Linkin Park,Numb,2nLtzopw4rPReszdYBJU6h,2003-03-24,185586,False,84,0.0046,0.496,0.863,0.0,9,0.639,-4.153,1,0.0381,110.018,4,0.243
28,2000-2009,Kings of Leon,Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,2008-09-23,203346,False,83,0.00172,0.542,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,4,0.374
29,2000-2009,Nelly Furtado,Maneater,4wH4dJgrsxONID6KS2tDQM,2006-01-01,258893,False,83,0.0261,0.796,0.777,0.000358,6,0.121,-4.81,1,0.0397,132.722,4,0.787
30,2000-2009,Evanescence,Bring Me To Life,0COqiPhxzoWICwFCS4eZcp,2003-03-04,235893,False,83,0.00721,0.331,0.943,2.06e-06,4,0.242,-3.188,0,0.0698,94.612,4,0.296
31,2000-2009,Papa Roach,Last Resort,5W8YXBz9MTIDyrpYaCg2Ky,2001-04-25,199906,True,83,0.000481,0.589,0.89,0.00082,4,0.201,-3.719,0,0.0603,90.598,4,0.692
32,2000-2009,Outkast,Hey Ya!,2PpruBYCo4H7WOBJ7Q2EwM,2003,235213,False,83,0.103,0.727,0.974,0.000532,4,0.174,-2.261,0,0.0664,79.526,4,0.965
33,2000-2009,t.A.T.u.,All The Things She Said,4bJygwUKrRgq1stlNXcgMg,2002,214440,True,83,0.0411,0.603,0.834,0.00609,5,0.105,-5.766,0,0.0417,89.957,4,0.376
34,2000-2009,Wizzard,I Wish It Could Be Christmas Everyday,1mH6tZC6iXIHPI6EixCwxw,2007-11-19,278946,False,83,0.00422,0.383,0.914,1.4e-05,9,0.444,-6.43,1,0.0515,139.955,4,0.528
35,2000-2009,Kanye West,Heartless,4EWCNWgDS8707fNSZ1oaA5,2008-11-24,211000,False,83,0.0515,0.79,0.647,0.0,10,0.248,-5.983,0,0.136,87.999,4,0.654
36,2000-2009,Kanye West,Flashing Lights,31I3Rt1bPa2LrE74DdNizO,2007-09-11,237506,True,83,0.0381,0.639,0.628,0.0,6,0.386,-7.578,0,0.0399,90.482,4,0.43
37,2000-2009,Coldplay,Sparks,7D0RhFcb3CrfPuTJ0obrod,2000-07-10,227093,False,83,0.748,0.371,0.268,0.0517,1,0.104,-10.506,1,0.0281,102.617,3,0.165
38,2000-2009,Rihanna,Umbrella,49FYlytm3dAAraYgpoJZux,2008-06-02,275986,False,83,0.00864,0.583,0.829,0.0,1,0.0426,-4.603,1,0.134,174.028,4,0.575
39,2000-2009,Dean Martin,"Baby, It's Cold Outside - Remastered 2004",4uQqahi1iUP35xE2qGdKdo,2004-01-01,143026,False,82,0.81,0.499,0.304,0.0,0,0.0546,-11.541,1,0.0633,129.301,4,0.521
40,2000-2009,Red Hot Chili Peppers,Can't Stop,3ZOEytgrvLwQaqXreDs2Jx,2002-07-09,269000,False,82,0.0179,0.618,0.938,0.0,9,0.167,-3.442,1,0.0456,91.455,4,0.875
41,2000-2009,Jason Mraz,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,2008-05-12,242186,False,82,0.595,0.686,0.457,0.0,11,0.105,-8.322,1,0.0468,150.953,4,0.718
42,2000-2009,Regina Spektor,Two Birds,2n0U2OG5d6TuW5mKx7YrC0,2009-06-09,195840,False,82,0.802,0.546,0.5,0.00108,0,0.107,-8.881,1,0.0379,150.92,4,0.449
43,2000-2009,The Fray,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,2005-09-13,262533,False,82,0.269,0.64,0.743,0.0,10,0.101,-4.08,1,0.0379,122.035,4,0.361
44,2000-2009,System Of A Down,Chop Suey!,2DlHlPMa4M17kufBvI2lEN,2001-09-04,210240,False,82,0.000278,0.417,0.934,0.0015,7,0.132,-3.908,0,0.119,127.066,4,0.287
45,2000-2009,Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,2003-12-02,228706,False,82,0.603,0.609,0.444,6.86e-06,7,0.104,-9.129,1,0.106,118.402,3,0.166
46,2000-2009,Sean Paul,Temperature,0k2GOhqsrxDTAbFFSdNJjT,2005-09-26,218573,False,82,0.106,0.951,0.6,0.0,0,0.0712,-4.675,0,0.0685,125.04,4,0.822
47,2000-2009,Coldplay,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,2008-05-26,242373,False,82,0.0954,0.486,0.617,3.23e-06,5,0.109,-7.115,0,0.0287,138.015,4,0.417
48,2000-2009,Red Hot Chili Peppers,Snow (Hey Oh),2aibwv5hGXSgw7Yru8IYTO,2006-05-09,334666,False,82,0.116,0.427,0.9,1.75e-05,11,0.119,-3.674,1,0.0499,104.655,4,0.599
49,2000-2009,Jon Lajoie,Everyday Normal Guy 2,2hhFpD32iXUd4GaCu6T4wn,2009-01-30,195693,True,82,0.422,0.823,0.731,0.0,3,0.306,-4.273,1,0.307,90.3,4,0.877
0,2010-2019,Ariana Grande,Santa Tell Me,0lizgQ7Qw35od7CYaoMBZb,2014-11-24,204093,False,96,0.0489,0.525,0.621,0.0,7,0.294,-7.364,1,0.116,191.9,4,0.591
1,2010-2019,CKay,love nwantiti (ah ah ah),2Xr1dTzJee307rmrkt8c0g,2019-08-30,145800,True,95,0.365,0.727,0.739,0.00137,8,0.161,-3.805,1,0.0411,93.005,4,0.533
2,2010-2019,Måneskin,Beggin',3Wrjm47oTz2sjIgck11l5e,2017-12-08,211560,False,95,0.127,0.714,0.8,0.0,11,0.359,-4.808,0,0.0504,134.002,4,0.589
3,2010-2019,Michael Bublé,It's Beginning to Look a Lot like Christmas,5a1iz510sv2W9Dt1MvFd5R,2012-11-09,206639,False,94,0.908,0.339,0.214,7.47e-06,4,0.341,-11.714,1,0.0375,94.775,3,0.363
4,2010-2019,Sia,Snowman,7uoFMmxln0GPXQ0AcCBXRq,2018-11-01,165906,False,94,0.483,0.716,0.512,0.0,1,0.0928,-6.257,1,0.0331,104.957,3,0.326
5,2010-2019,Jaymes Young,Infinity,1SOClUWhOi8vHZYMz3GluK,2017-06-23,237720,False,93,0.148,0.671,0.673,5.29e-05,11,0.304,-6.941,0,0.0444,121.963,4,0.494
6,2010-2019,Justin Bieber,Mistletoe,7xapw9Oy21WpfEcib2ErSA,2011-01-01,182946,False,92,0.498,0.657,0.56,0.0,6,0.0794,-9.049,0,0.0467,161.993,4,0.854
7,2010-2019,John Lennon,Happy Xmas (War Is Over) - Remastered 2010,27RYrbL6S02LNVhDWVl38b,2010-10-05,214333,False,92,0.28,0.321,0.64,0.0,2,0.718,-10.023,1,0.0324,146.172,3,0.414
8,2010-2019,The Neighbourhood,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,2013-04-19,240400,False,92,0.0495,0.612,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398
9,2010-2019,The Walters,I Love You So,4SqWKzw0CbA05TGszDgMlc,2014-11-28,160239,False,92,0.583,0.575,0.648,0.0,10,0.115,-4.891,1,0.0358,75.977,4,0.466
10,2010-2019,Harry Styles,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,2019-12-13,174000,False,91,0.122,0.548,0.816,0.0,0,0.335,-4.209,1,0.0465,95.39,4,0.557
11,2010-2019,Michael Bublé,Holly Jolly Christmas,5PuKlCjfEVIXl0ZBp5ZW9g,2012-11-09,119786,False,90,0.865,0.647,0.465,0.0,7,0.0882,-8.308,1,0.0428,151.251,4,0.699
12,2010-2019,Imagine Dragons,Believer,0pqnGHJpmpxLKifKRmU6WP,2017-06-23,204346,False,90,0.0622,0.776,0.78,0.0,10,0.081,-4.374,0,0.128,124.949,4,0.666
13,2010-2019,Steve Lacy,Dark Red,37y7iDayfwm3WXn5BiAoRk,2017-02-20,173104,False,90,0.449,0.603,0.783,7.96e-06,6,0.119,-4.023,1,0.062,172.041,4,0.775
14,2010-2019,Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,2017-03-03,263400,False,89,0.163,0.599,0.448,0.0,8,0.106,-6.312,1,0.0232,95.05,3,0.168
15,2010-2019,Ruth B.,Dandelions,2eAvDnpXP5W0cVtiI0PUxV,2017-05-05,233720,False,89,0.0157,0.609,0.692,0.0,1,0.0864,-2.958,1,0.0259,116.959,3,0.454
16,2010-2019,Lewis Capaldi,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,2019-05-17,182160,False,89,0.751,0.501,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,0.446
17,2010-2019,Post Malone,Circles,21jGcNKet2qwijlDFuPiPb,2019-09-06,215280,False,89,0.192,0.695,0.762,0.00244,0,0.0863,-3.497,1,0.0395,120.042,4,0.553
18,2010-2019,The Neighbourhood,Daddy Issues,5E30LdtzQTGqRvNd7l6kG5,2015-10-30,260173,False,89,0.0678,0.588,0.521,0.149,10,0.123,-9.461,1,0.0329,85.012,4,0.337
19,2010-2019,Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,2018-04-19,200185,False,89,0.934,0.351,0.296,0.0,4,0.095,-10.109,0,0.0333,115.284,4,0.12
20,2010-2019,Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,2017-03-03,233712,False,88,0.581,0.825,0.652,0.0,1,0.0931,-3.183,0,0.0802,95.977,4,0.931
21,2010-2019,Billie Eilish,Bored,04sN26COy28wTXYj3dMoiZ,2017-03-30,180933,False,88,0.896,0.614,0.318,0.00239,7,0.0795,-12.695,1,0.0478,119.959,4,0.112
22,2010-2019,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,2018-03-16,110886,True,88,0.661,0.592,0.457,0.000331,9,0.146,-6.081,0,0.0603,146.04,4,0.225
23,2010-2019,John Legend,All of Me,3U4isOIWM3VvDubwSI3y7a,2013-08-30,269560,False,88,0.922,0.422,0.264,0.0,8,0.132,-7.064,1,0.0322,119.93,4,0.331
24,2010-2019,Avicii,The Nights,0ct6r3EGTcMLPtrXHDvVjc,2014-01-01,176658,False,88,0.0166,0.527,0.835,0.0,6,0.249,-5.298,1,0.0433,125.983,4,0.654
25,2010-2019,Arctic Monkeys,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,2013-09-09,161123,False,88,0.0483,0.691,0.631,1.13e-05,2,0.104,-6.478,1,0.0368,92.004,4,0.8
26,2010-2019,Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,2018-12-10,239835,True,88,0.349,0.511,0.566,0.0,6,0.34,-7.23,0,0.2,83.903,4,0.218
27,2010-2019,J. Cole,No Role Modelz,62vpWI1CHwFy7tMIcSStl8,2014-12-09,292986,True,88,0.301,0.692,0.521,0.0,10,0.0565,-8.465,0,0.33,100.45,4,0.463
28,2010-2019,XXXTENTACION,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,2017-08-25,119133,True,88,0.469,0.872,0.391,4.13e-06,0,0.297,-9.144,0,0.242,134.021,4,0.437
29,2010-2019,Avicii,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,2013-01-01,247426,False,87,0.0038,0.532,0.783,0.0012,2,0.161,-5.697,1,0.0523,124.08,4,0.643
30,2010-2019,Arctic Monkeys,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,2013-09-09,272394,False,87,0.186,0.548,0.532,0.000263,5,0.217,-7.596,1,0.0323,85.03,4,0.405
31,2010-2019,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,2018-12-14,158040,False,87,0.556,0.76,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,0.913
32,2010-2019,The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB,2015-08-28,242253,True,87,0.0671,0.585,0.564,0.0,0,0.135,-7.063,0,0.0515,113.003,4,0.137
33,2010-2019,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,2018-03-16,166605,True,87,0.258,0.74,0.613,0.00372,8,0.123,-4.88,1,0.145,75.023,4,0.473
34,2010-2019,J Balvin,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,2019-06-28,242573,False,87,0.152,0.754,0.646,1.85e-05,7,0.108,-5.795,1,0.317,176.089,4,0.429
35,2010-2019,James Arthur,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,2016-10-28,211466,False,87,0.695,0.358,0.557,0.0,10,0.0902,-7.398,1,0.059,85.043,4,0.494
36,2010-2019,The Chainsmokers,Closer,7BKLCZ1jbUBVqRi2FVlTVw,2016-07-29,244960,False,87,0.414,0.748,0.524,0.0,8,0.111,-5.599,1,0.0338,95.01,4,0.661
37,2010-2019,Bruno Mars,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,2012-12-07,233478,False,87,0.049,0.726,0.698,0.0,5,0.309,-4.165,1,0.0431,143.994,4,0.867
38,2010-2019,Doja Cat,Streets,60ynsPSSKe6O3sfwRnIBRf,2019-11-07,226986,True,87,0.21,0.749,0.463,0.0382,11,0.338,-8.433,1,0.0842,90.035,4,0.189
39,2010-2019,Calibre 50,Si Te Pudiera Mentir,3p6eieHX6oEOzJStPtEsLu,2019-08-16,255640,False,87,0.348,0.764,0.585,0.00294,2,0.369,-7.796,1,0.0305,90.013,4,0.89
40,2010-2019,XXXTENTACION,Everybody Dies In Their Nightmares,3GVkPk8mqxz0itaAriG1L7,2017-08-25,95466,True,87,0.847,0.734,0.57,2.14e-05,7,0.112,-7.066,0,0.133,129.953,4,0.689
41,2010-2019,Travis Scott,goosebumps,6gBFPUFcJLzWGx4lenP6h2,2016-09-16,243836,True,87,0.0847,0.841,0.728,0.0,7,0.149,-3.37,1,0.0484,130.049,4,0.43
42,2010-2019,Harry Styles,Falling,1ZMiCix7XSAbfAJlEZWMCp,2019-12-13,240133,False,87,0.839,0.567,0.267,1.46e-06,4,0.089,-6.502,1,0.0299,110.011,4,0.0592
43,2010-2019,Ariana Grande,7 rings,6ocbgoVGwYJhOv1GgI9NsF,2019-02-08,178626,True,87,0.592,0.778,0.317,0.0,1,0.0881,-10.732,0,0.334,140.048,4,0.327
44,2010-2019,Gesaffelstein,Lost in the Fire (feat. The Weeknd),2vXKRlJBXyOcvZYTdNeckS,2019-03-08,202093,True,87,0.0933,0.658,0.671,0.000927,2,0.115,-12.21,1,0.0363,100.966,4,0.166
45,2010-2019,Billie Eilish,bad guy,2Fxmhks0bxGSBdJ92vM42m,2019-03-29,194087,False,87,0.328,0.701,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562
46,2010-2019,SALES,Pope Is a Rockstar,0So2sgVa8aJiARPl2P29u2,2016-04-20,187333,False,87,0.85,0.725,0.446,0.243,4,0.107,-8.958,0,0.0287,90.024,4,0.311
47,2010-2019,Sam Smith,Have Yourself A Merry Little Christmas,1Qi2wh8fFgDV7tl4Sj3f2K,2014-12-05,170964,False,87,0.957,0.438,0.178,0.0,5,0.316,-9.402,1,0.0414,75.248,1,0.344
48,2010-2019,Ed Sheeran,Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,2014-06-21,258986,False,86,0.607,0.614,0.379,0.000464,4,0.0986,-10.48,1,0.0476,107.989,4,0.201
49,2010-2019,Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,2018-11-16,169353,False,86,0.74,0.652,0.557,0.0,1,0.124,-5.714,0,0.0318,150.073,4,0.483
0,2020-2029,GAYLE,abcdefu,4fouWK6XVHhzl78KzQ1UjL,2021-08-13,168601,True,100,0.299,0.695,0.54,0.0,4,0.367,-5.692,1,0.0493,121.932,4,0.415
1,2020-2029,The Kid LAROI,STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20,2021-07-09,141805,True,98,0.0383,0.591,0.764,0.0,1,0.103,-5.484,1,0.0483,169.928,4,0.478
2,2020-2029,Adele,Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,2021-10-14,224694,False,98,0.578,0.604,0.366,0.0,5,0.133,-7.519,1,0.0282,141.981,4,0.13
3,2020-2029,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,2021-10-28,173381,False,98,0.237,0.728,0.783,0.0,11,0.434,-4.424,0,0.266,77.011,4,0.555
4,2020-2029,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),27NovPIUIRrOZoCHxABJwK,2021-07-23,212000,True,97,0.0203,0.736,0.704,0.0,3,0.0501,-7.409,0,0.0615,149.995,4,0.894
5,2020-2029,Elton John,Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,2021-08-13,202735,False,97,0.034,0.796,0.798,4.19e-05,1,0.0952,-6.312,1,0.0317,116.032,4,0.942
6,2020-2029,Doja Cat,Woman,6Uj1ctrBOjOas8xZXGqKk4,2021-06-25,172626,True,96,0.0888,0.824,0.764,0.00294,5,0.117,-4.175,0,0.0854,107.998,4,0.881
7,2020-2029,Ed Sheeran,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,2021-10-29,230746,False,96,0.0451,0.807,0.893,2.79e-05,11,0.366,-3.745,0,0.0347,126.011,4,0.537
8,2020-2029,Olivia Rodrigo,good 4 u,4ZtFanR9U6ndgddUvNcjcG,2021-05-21,178146,True,96,0.335,0.563,0.664,0.0,9,0.0849,-5.044,1,0.154,166.928,4,0.688
9,2020-2029,Farruko,Pepas,5fwSHlTEWpluwOM0Sxnh5k,2021-06-24,287120,True,96,0.00776,0.762,0.766,6.98e-05,7,0.128,-3.955,1,0.0343,130.001,4,0.442
10,2020-2029,ACRAZE,Do It To It,20on25jryn53hWghthWWW3,2021-08-20,157890,False,96,0.0209,0.854,0.806,0.0542,11,0.0703,-8.262,0,0.0886,124.927,4,0.637
11,2020-2029,Ed Sheeran,Shivers,50nfwKoDiSYg8zOCREWAm5,2021-10-29,207853,False,95,0.281,0.788,0.859,0.0,2,0.0424,-2.724,1,0.0856,141.02,4,0.822
12,2020-2029,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,2021-11-12,613026,True,95,0.274,0.631,0.518,0.0,0,0.088,-8.771,1,0.0303,93.023,4,0.205
13,2020-2029,Lil Nas X,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,2021-09-17,143901,True,94,0.00614,0.737,0.846,0.0,1,0.0486,-4.51,0,0.22,87.981,4,0.546
14,2020-2029,Coldplay,My Universe,3FeVmId7tL5YN8B7R3imoM,2021-09-24,228000,False,94,0.00813,0.588,0.701,0.0,9,0.2,-6.39,1,0.0402,104.988,4,0.443
15,2020-2029,Bad Bunny,Yonaguni,2JPLbjOn0wPCngEot2STUS,2021-06-04,206710,True,94,0.276,0.644,0.648,0.0,1,0.135,-4.601,1,0.118,179.951,4,0.44
16,2020-2029,Billie Eilish,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,2021-07-30,298899,True,94,0.767,0.332,0.225,0.00349,0,0.128,-8.697,1,0.0348,81.055,3,0.297
17,2020-2029,Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,2021-10-05,207301,False,94,0.0889,0.639,0.703,1.78e-06,4,0.0865,-6.33,0,0.0794,169.888,4,0.138
18,2020-2029,The Weeknd,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,2020-03-20,200040,False,94,0.00146,0.514,0.73,9.54e-05,1,0.0897,-5.934,1,0.0598,171.005,4,0.334
19,2020-2029,Lost Frequencies,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,2021-07-30,148197,False,94,0.515,0.671,0.636,0.000411,6,0.172,-8.117,0,0.103,120.966,4,0.262
20,2020-2029,BoyWithUke,Toxic,2gQPv5jvVPqU2a9HhMNO1v,2021-10-29,168020,False,93,0.835,0.594,0.612,0.0,8,0.461,-6.627,0,0.363,179.629,4,0.687
21,2020-2029,The Kid LAROI,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,2021-07-23,141805,True,93,0.0383,0.591,0.764,0.0,1,0.103,-5.484,1,0.0483,169.928,4,0.478
22,2020-2029,Olivia Rodrigo,drivers license,5wANPM4fQCJwkGd4rN57mH,2021-05-21,242013,True,93,0.768,0.561,0.431,1.42e-05,10,0.106,-8.81,1,0.0578,143.875,4,0.137
23,2020-2029,Glass Animals,Heat Waves,02MWAaffLxlfxAUY7c5dvx,2020-08-06,238805,False,93,0.44,0.761,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531
24,2020-2029,CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,4gvrJnKCKIPiacNsWVQwEU,2021-09-09,188368,False,93,0.436,0.579,0.596,0.0938,8,0.0549,-4.823,1,0.0561,119.9,3,0.443
25,2020-2029,Post Malone,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,2021-11-05,193506,True,93,0.0361,0.687,0.781,0.0,1,0.0755,-4.806,1,0.053,97.014,4,0.688
26,2020-2029,Adele,Oh My God,3Kkjo3cT83cw09VJyrLNwX,2021-11-19,225148,False,93,0.091,0.534,0.725,0.0,1,0.0264,-3.906,1,0.046,88.098,4,0.55
27,2020-2029,Olivia Rodrigo,traitor,5CZ40GBx1sQ9agT82CLQCT,2021-05-21,229226,False,93,0.691,0.38,0.339,0.0,3,0.12,-7.885,1,0.0338,100.607,4,0.0849
28,2020-2029,Doja Cat,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,2021-06-25,210560,True,93,0.304,0.664,0.609,0.0,1,0.0926,-6.509,1,0.0707,130.041,4,0.194
29,2020-2029,Swedish House Mafia,Moth To A Flame (with The Weeknd),2gpWyfu7eZ01zzncHpxOtA,2021-10-22,234000,False,92,0.00279,0.542,0.659,0.0,8,0.105,-7.289,1,0.0389,120.122,4,0.109
30,2020-2029,Aventura,Volví,2vmfvSoZBFAt9hhRoEByLi,2021-08-03,230125,True,92,0.422,0.725,0.86,0.000284,1,0.0674,-3.726,1,0.182,175.896,4,0.791
31,2020-2029,zzoilo,Mon Amour - Remix,5TMLavqGRKNxgzMBrVpC9R,2021-08-18,179940,False,92,0.122,0.748,0.761,6.56e-06,2,0.0984,-6.621,1,0.102,116.041,4,0.362
32,2020-2029,Rvssian,Nostálgico,2BEcap3xJtmiPaHKyfQi4e,2021-09-08,209883,True,92,0.166,0.734,0.846,1.74e-06,9,0.235,-3.425,0,0.0489,98.026,4,0.604
33,2020-2029,SZA,I Hate U,5dXWFMwD7I7zXsInONVl0H,2021-12-03,174000,True,92,0.507,0.535,0.388,0.0,7,0.11,-9.805,0,0.155,106.703,5,0.412
34,2020-2029,THE ANXIETY,Meet Me At Our Spot,07MDkzWARZaLEdKxo6yArG,2020-03-13,162680,True,92,0.0153,0.773,0.47,0.000193,2,0.0851,-7.93,1,0.0299,94.995,4,0.399
35,2020-2029,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,2021-04-23,191013,False,92,0.0215,0.65,0.825,2.44e-05,0,0.0936,-4.645,1,0.0325,118.091,4,0.593
36,2020-2029,Oliver Tree,Life Goes On,0eu4C55hL6x29mmeAjytzC,2021-05-28,161803,False,92,0.186,0.7,0.49,0.0,0,0.117,-5.187,1,0.076,79.982,4,0.569
37,2020-2029,Adele,Easy On Me,46IZ0fSY2mpAiktS3KOqds,2021-11-19,224694,False,92,0.578,0.604,0.366,0.0,5,0.133,-7.519,1,0.0282,141.981,4,0.13
38,2020-2029,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,2021-03-19,198081,True,92,0.321,0.677,0.696,0.0,0,0.42,-6.181,1,0.119,90.03,4,0.464
39,2020-2029,LISA,MONEY,7hU3IHwjX150XLoTVmjD0q,2021-09-10,168227,False,91,0.161,0.831,0.554,6.12e-05,1,0.152,-9.998,0,0.218,140.026,4,0.396
40,2020-2029,Lil Nas X,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,2021-09-17,137704,True,91,0.293,0.593,0.503,0.0,8,0.405,-6.725,0,0.22,178.781,4,0.71
41,2020-2029,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,2021-09-17,212352,True,91,0.0221,0.741,0.691,0.0,10,0.0476,-7.395,0,0.0672,150.087,4,0.892
42,2020-2029,NEIKED,Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,2021-09-24,160656,False,91,0.0018,0.717,0.671,2.54e-06,0,0.0921,-5.077,0,0.0337,110.054,4,0.699
43,2020-2029,Doja Cat,Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,2021-04-09,208866,True,91,0.235,0.762,0.701,0.000158,8,0.123,-3.541,1,0.0286,110.968,4,0.742
44,2020-2029,Olivia Rodrigo,deja vu,6HU7h9RYOaPRFeh0R3UeAr,2021-05-21,215506,True,91,0.584,0.442,0.612,5.7e-06,2,0.37,-7.222,1,0.112,180.917,4,0.178
45,2020-2029,Tiësto,Don't Be Shy,0bI7K9Becu2dtXK1Q3cZNB,2021-08-12,140500,True,91,0.198,0.77,0.787,0.0,11,0.262,-3.748,0,0.0583,119.986,4,0.513
46,2020-2029,Drake,Knife Talk (with 21 Savage ft. Project Pat),2BcMwX1MPV6ZHP4tUT9uq6,2021-09-03,242965,True,90,0.0635,0.849,0.424,0.0,5,0.0834,-9.579,0,0.324,145.887,4,0.153
47,2020-2029,Justin Bieber,Ghost,6I3mqTwhRpn34SLVafSH7G,2021-03-19,153190,False,90,0.185,0.601,0.741,2.91e-05,2,0.415,-5.569,1,0.0478,153.96,4,0.441
48,2020-2029,Måneskin,I WANNA BE YOUR SLAVE,4pt5fDVTg5GhEvEtlz9dKk,2021-03-19,173346,True,90,0.00165,0.75,0.608,0.0,1,0.178,-4.008,1,0.0387,132.507,4,0.958
49,2020-2029,Emmy Meli,I AM WOMAN,3nOz1U41SZZ0N3fuUWr9nb,2021-11-19,232813,False,90,0.122,0.646,0.471,0.0,10,0.125,-9.247,1,0.157,170.084,4,0.455
