,decade,artist,song,track id,release date,song length (ms),explicit,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time signature,valence
26,1920-1929,Blind Willie Johnson,Let Your Light Shine on Me,51qp3WsYjiDuBhzR7AON69,1928,188373,False,31,0.968,0.439,0.215,7.27e-05,7,0.183,-16.259,1,0.0611,165.549,3,0.44
27,1920-1929,Tommy Dorsey,Marie,47c6hVC9hL8KoAclJCVOXC,1925,197786,False,30,0.991,0.531,0.17,0.174,5,0.126,-14.5,1,0.0771,165.165,4,0.805
28,1920-1929,Jimmie Rodgers,Blue Yodel No. 9,2ivh0kwd7QIViw6YqDPdBA,1923,157373,False,30,0.969,0.76,0.251,2.43e-06,3,0.0561,-11.491,1,0.0602,108.456,4,0.735
29,1920-1929,Chick Webb,When I Get Low I Get High,3sY9TlgZJl858wxk0qt9Ux,1926-12-17,149853,False,30,0.982,0.624,0.537,0.14,9,0.134,-9.291,1,0.186,94.519,4,0.744
30,1920-1929,Ruth Etting,It All Depends on You,13TraOxK20q9Trcw6MZZBY,1926-11-26,180440,False,30,0.995,0.615,0.0416,5.28e-05,7,0.115,-15.144,1,0.066,181.392,4,0.458
31,1920-1929,Blind Willie Johnson,The Soul of a Man,5UEsyERm7tsNvDDZFylZZf,1928,192960,False,30,0.994,0.709,0.212,1.76e-05,4,0.318,-13.421,1,0.0521,129.529,3,0.602
32,1920-1929,Ethel Waters,Stormy Weather,0jTp63pmkqrX3mRWbcGZbE,1921-11-26,192266,False,29,0.989,0.363,0.156,0.0,0,0.168,-13.588,1,0.0419,84.932,3,0.372
33,1920-1929,Ella Fitzgerald,All My Life - Live,56EWLK7IzCDywaEyXt5rtX,1927,191426,False,29,0.986,0.661,0.108,0.696,10,0.178,-20.662,1,0.0419,106.539,4,0.678
34,1920-1929,Blind Willie Johnson,John the Revelator,6L7TWfy2jqYdrpoatl2oFn,1928,196373,False,29,0.995,0.739,0.331,0.131,9,0.568,-12.941,0,0.283,125.521,4,0.527
35,1920-1929,Annette Hanshaw,Little White Lies,6Vw36ulugRNxkEVIrqJyT8,1926-11-26,179253,False,29,0.985,0.473,0.247,1.13e-05,0,0.114,-8.319,1,0.0351,119.753,3,0.487
36,1920-1929,Dick Haymes,Ava Maria,3AGInDslPPFCzYs046aVxc,1920,178933,False,29,0.994,0.227,0.261,0.247,5,0.0977,-12.343,1,0.0382,118.891,4,0.0539
37,1920-1929,Fats Waller,Functionizin',4NgQxw0duwOJhmovUZu8zJ,1926,185693,False,28,0.753,0.751,0.274,0.543,5,0.0863,-13.229,1,0.0863,173.782,4,0.804
38,1920-1929,Tommy Dorsey,Boogie Woogie,5YYbVEtvB0PHxYVXrJTDpM,1925,189786,False,28,0.852,0.689,0.222,0.924,5,0.104,-15.98,1,0.127,145.205,4,0.917
39,1920-1929,Charles Penrose,The Laughing Policeman,7HomUzPI9bOeP8XByERuVT,1926-04-22,151241,False,28,0.964,0.806,0.518,0.0124,9,0.0914,-6.352,1,0.0758,127.687,4,0.953
40,1920-1929,Tommy Dorsey,Manhattan Serenade,2AATCpoin3pSsUwjLKNCYe,1925,275773,False,28,0.98,0.455,0.0804,0.000317,8,0.136,-15.696,1,0.04,77.926,4,0.406
41,1920-1929,Leroy Carr,Papa's on the House Top,2KZkEbuMBsoxhgX3iEyAv2,1928,175400,False,28,0.994,0.683,0.285,0.603,3,0.122,-12.101,1,0.0366,94.913,4,0.783
42,1920-1929,Bessie Smith,Send Me to the 'Lectric Chair,0V1iYWPXCBTaB6dhbiprGF,1923,201480,False,28,0.986,0.771,0.0905,0.000141,3,0.152,-7.788,1,0.0613,87.571,4,0.601
43,1920-1929,Annette Hanshaw,Would You Like to Take a Walk,6a8fxzppB3KdUpzKdpgUyf,1926-11-26,221546,False,27,0.975,0.706,0.272,2.83e-05,6,0.223,-7.655,1,0.0383,115.56,4,0.549
44,1920-1929,Fats Waller,I'm Gonna Sit Right Down and Write Myself a Letter,5YZpAH2jWtOOvbe1jv936Q,1926,209133,False,27,0.917,0.778,0.101,0.00199,0,0.147,-20.193,1,0.0548,115.347,4,0.67
45,1920-1929,Frédéric Chopin,Allegro con fuoco,4XBWKuOISkknpwgvux1xmo,1928,159093,False,27,0.945,0.241,0.137,0.865,5,0.153,-19.618,0,0.0284,87.033,3,0.242
46,1920-1929,Bessie Smith,Need a Little Sugar in My Bowl,6qRvnXftofjYJm1Mg98UWL,1923,167640,False,27,0.992,0.693,0.027,0.0,0,0.134,-13.506,0,0.0562,75.749,4,0.402
47,1920-1929,Ethel Waters,Heat Wave,3Fc83pvJzQ5VcRFSGlvMCO,1925,181293,False,27,0.981,0.68,0.241,0.0,2,0.165,-9.866,1,0.0634,84.91,4,0.647
48,1920-1929,Annette Hanshaw,Daddy Won't You Please Come Home,2TZosTfMOrGt0Mv5cvJY5U,1926-11-26,178440,False,27,0.975,0.654,0.253,0.0,7,0.197,-10.531,1,0.0505,135.967,4,0.717
49,1920-1929,Bix Beiderbecke,I'm Coming Virginia,2uax3uO82di90ZsSx8DnNi,1927,189600,False,27,0.986,0.688,0.308,0.898,10,0.133,-11.084,1,0.0402,131.81,4,0.497
0,1930-1939,Billie Holiday,All of Me,1LGqJ3nvxpVXDWpEzq4DJD,1933,181440,False,65,0.972,0.504,0.0644,4.36e-06,2,0.174,-14.754,0,0.0408,106.994,5,0.403
1,1930-1939,Harry James,"It's Been a Long, Long Time",52XDumqYDUXX16R7FM5fpV,1939,203773,False,64,0.938,0.272,0.219,0.00086,0,0.263,-9.767,1,0.0305,74.697,4,0.374
2,1930-1939,Glenn Miller,Moonlight Serenade,3ziJFd6JeioC8Xfct0UXpJ,1939,202760,False,56,0.862,0.342,0.126,0.0998,3,0.146,-11.857,1,0.0265,77.873,3,0.147
3,1930-1939,Glenn Miller,In the Mood - Live,54h1RKrrFJDsNOfhwmqu9o,1939,209573,False,56,0.824,0.463,0.654,0.917,8,0.372,-9.72,1,0.0659,175.204,4,0.592
4,1930-1939,Glenn Miller,In the Mood,1xsY8IFXUrxeet1Fcmk4oC,1939,216746,False,55,0.929,0.624,0.304,0.173,8,0.0693,-14.496,1,0.0822,80.582,4,0.874
5,1930-1939,Fred Astaire,Cheek to Cheek,5qWXXF3On2xUfVu1ND1NLN,1935,198106,False,54,0.908,0.506,0.18,2.35e-06,0,0.0652,-12.184,1,0.0443,161.51,4,0.665
6,1930-1939,Art Tatum,Tea for Two,0Otf1ZfYNIjhqFIuJk0fsy,1933,193866,False,54,0.991,0.358,0.452,0.864,1,0.14,-13.02,1,0.0347,166.973,4,0.525
7,1930-1939,Lead Belly,Where Did You Sleep Last Night,0p5zJBYoJOzVLBiDeA0PvS,1939-09-03,181892,False,54,0.948,0.57,0.241,0.0224,4,0.111,-12.138,1,0.0473,115.352,3,0.543
8,1930-1939,Robert Johnson,Cross Road Blues,1TrGdXSgiBm8W68D2K1COG,1937,149560,False,54,0.93,0.675,0.311,0.000261,9,0.102,-11.959,1,0.0525,97.159,4,0.638
9,1930-1939,Frankie Carle,Little Jack Frost Get Lost (with Marjorie Hughes) - 78rpm Version,4FmnUrA4cN7bsTuHNuEOqv,1932,164160,False,53,0.942,0.779,0.247,0.000578,10,0.153,-12.5,0,0.0338,135.87,4,0.732
10,1930-1939,Billie Holiday,Easy Living (with Teddy Wilson & His Orchestra),3d3aPk50dBMA2YbA7lC92r,1933,182400,False,52,0.965,0.64,0.23,5.36e-05,8,0.101,-10.651,1,0.0624,88.868,4,0.663
11,1930-1939,Billie Holiday,Summertime,62Xj6x2LSWv47PtRAXrg5Z,1933,173493,False,50,0.903,0.628,0.226,5.66e-06,10,0.171,-14.075,0,0.0371,99.392,4,0.608
12,1930-1939,Billie Holiday,Gloomy Sunday (with Teddy Wilson & His Orchestra) - Take 1,41CHb7F7SXcmkj0h8wekeF,1933,190800,False,49,0.98,0.484,0.0823,2.47e-06,7,0.159,-11.273,0,0.0364,127.089,3,0.191
13,1930-1939,Franz Liszt,"Hungarian Rhapsody No. 2 in C-Sharp Minor, S. 244/2",7CIoJE0JfVFcmmUY3fFojH,1930,541600,False,48,0.987,0.349,0.326,0.886,1,0.784,-15.347,1,0.0551,80.233,4,0.168
14,1930-1939,Duke Ellington,Jingle Bells,6q0RCuS5hg74uSkjdPj6RT,1936,178160,False,48,0.546,0.622,0.368,0.0,5,0.0798,-11.744,0,0.0634,108.867,4,0.77
15,1930-1939,Judy Garland,Over The Rainbow,568SEFtDjKr7N2PytpA6D5,1939-08-25,165240,False,48,0.907,0.191,0.0461,0.000299,8,0.151,-21.192,1,0.0415,84.687,4,0.226
16,1930-1939,Billie Holiday,I've Got My Love to Keep Me Warm,26Uufz1ggmJ8mIWeER5y7x,1933,175866,False,47,0.967,0.678,0.19,0.000107,10,0.14,-13.395,1,0.0429,138.563,4,0.571
17,1930-1939,Fred Astaire,Cheek to Cheek,3R9LrKCdEcgECnrVFA1Flz,1932,197946,False,47,0.911,0.488,0.148,1.79e-05,0,0.0689,-13.97,1,0.049,161.637,4,0.669
18,1930-1939,Billie Holiday,The Way You Look Tonight (with Teddy Wilson & His Orchestra) - Take 2,7Ma4ykGEYiOofyWiR6tfEG,1936,180066,False,46,0.933,0.583,0.235,3.28e-05,3,0.249,-11.151,0,0.0431,162.321,4,0.855
19,1930-1939,Robert Johnson,Me and the Devil Blues,1QCUrXrY1qlxRhL3a9LYCA,1937,154666,False,46,0.931,0.717,0.111,0.000163,11,0.107,-13.805,1,0.0873,82.181,4,0.15
20,1930-1939,Fred Astaire,The Way You Look Tonight,1ndRc8gZMyybqhTMhZjPot,1935,188240,False,45,0.991,0.453,0.159,0.342,2,0.0869,-11.474,1,0.0302,75.682,4,0.18
21,1930-1939,Robert Johnson,Cross Road Blues - Take 1,33hrofhwmIk6hrnkpbCsmq,1936,157800,False,45,0.978,0.702,0.186,0.000683,4,0.0895,-16.121,1,0.0604,106.793,4,0.576
22,1930-1939,Glenn Miller,Chattanooga Choo Choo,7a5VuzvBrtbqYT7kNlQlFd,1939,206800,False,45,0.947,0.588,0.312,2.07e-05,5,0.445,-10.461,1,0.074,144.768,4,0.639
23,1930-1939,Billie Holiday,The Man I Love,0ndEbK6LnERIPBG6t4gXDX,1933,184440,False,44,0.965,0.485,0.177,7.37e-05,7,0.252,-14.282,1,0.0428,88.411,4,0.253
24,1930-1939,Artie Shaw,There's Frost On The Moon,73JKaB7cIDhwtLBHSCRZKc,1932,175973,False,44,0.993,0.58,0.237,0.398,7,0.246,-11.568,0,0.0589,161.662,4,0.438
25,1930-1939,Robert Johnson,Come On In My Kitchen,10W125nMbncRGcXRBoACOx,1937,172306,False,43,0.927,0.556,0.0643,2.37e-06,10,0.0991,-15.305,0,0.175,81.673,4,0.283
26,1930-1939,Tony Bennett,Winter Wonderland,43bJ2plTrFmlmX0Y2rrVDi,1936,133133,False,43,0.814,0.443,0.39,0.0,0,0.14,-12.88,0,0.0408,115.474,4,0.566
27,1930-1939,The Carter Family,Can the Circle Be Unbroken,07IuSThN6YHAAollCnu1Ln,1935,187000,False,43,0.975,0.557,0.32,0.0,8,0.11,-8.874,1,0.0372,98.959,4,0.648
28,1930-1939,Benny Goodman,"Santa Claus Came in the Spring (From ""Beat the Band"")",4vF9qufYzGf0fEVx8II8az,1934,189066,False,43,0.973,0.561,0.21,0.0366,7,0.104,-13.623,0,0.0537,149.326,4,0.685
29,1930-1939,Judy Garland,Follow The Yellow Brick Road / You're Off To See The Wizard,3CY0lHyrUgfJ7YLbA3DSy9,1939-08-25,49573,False,42,0.762,0.645,0.457,0.00716,7,0.083,-17.502,1,0.0669,135.696,4,0.977
30,1930-1939,Billie Holiday,Foolin' Myself (with Teddy Wilson & His Orchestra),3nIpFMbuhstntUZT4FpuPG,1937,179640,False,42,0.961,0.677,0.193,8.54e-06,10,0.1,-11.26,1,0.0432,92.877,4,0.481
31,1930-1939,Tommy Dorsey,Santa Claus is Comin' to Town,0wXU4MtaCktXgjztldCl40,1932,202520,False,42,0.975,0.83,0.407,0.0507,10,0.452,-12.396,1,0.197,113.939,4,0.953
32,1930-1939,Billie Holiday,When You're Smiling (The Whole World Smiles with You) (with Teddy Wilson & His Orchestra) - Take 3,61rbcfCY9ldEZYGCzpvfSt,1937,169466,False,42,0.915,0.69,0.282,0.00281,3,0.251,-10.837,1,0.0378,93.405,4,0.754
33,1930-1939,Roy Acuff,Wabash Cannonball,5RKPe1oN9lGayUCKn00fYi,1938,156333,False,42,0.763,0.717,0.37,0.0,9,0.424,-10.119,1,0.0365,99.425,4,0.881
34,1930-1939,The Carter Family,Wildwood Flower,6LXh42hEpcVLKtUgVkiKZi,1935,195040,False,42,0.98,0.696,0.299,0.0215,4,0.21,-11.554,1,0.0299,95.282,4,0.42
35,1930-1939,Russell Malone,O Christmas Tree,7KMZQsQz5TLMUBtG6qp2uy,1936,158933,False,42,0.96,0.63,0.198,0.881,7,0.0717,-17.561,1,0.0448,131.041,4,0.322
36,1930-1939,Louis Prima,What Will Santa Claus Say? (When He Finds Everybody Swingin') - 78 rpm Version,3l0DXtZcp3LsABWrEM5Cbw,1936,188373,False,42,0.985,0.779,0.339,0.586,7,0.294,-10.252,1,0.0553,95.936,4,0.841
37,1930-1939,Ray Bolger,If I Only Had A Brain - Extended Version,0feqkkD0tgAZddC0uB3uwU,1939-08-25,224506,False,41,0.831,0.477,0.342,0.0405,7,0.191,-15.321,1,0.0725,151.335,4,0.905
38,1930-1939,Tex Beneke,Sleigh Ride (with Paula Kelly),2a8JpO3JP8atv9bNuVibHS,1932,181453,False,41,0.594,0.423,0.417,8.78e-05,3,0.311,-12.682,1,0.0404,201.613,4,0.873
39,1930-1939,Benny Goodman,Santa Claus Came in the Spring,49yTRhDp8tmOK6UUTdm9FM,1932,188600,False,41,0.961,0.581,0.219,0.0576,7,0.0811,-12.903,0,0.0705,149.33,4,0.847
40,1930-1939,Dick Haymes,You'll Never Know,7kQkgdg6nDVEzeJptMVbGT,1936,165253,False,41,0.994,0.391,0.128,0.153,2,0.0983,-15.22,1,0.038,126.716,3,0.227
41,1930-1939,Isham Jones & His Orchestra,It's Winter Again (feat. Frank Sylvano),5Wqljytik0zxrbRmvvqEk6,1932,178773,False,41,0.913,0.646,0.356,0.0758,5,0.128,-12.533,0,0.051,176.434,4,0.725
42,1930-1939,Benny Goodman,Jingle Bells,4zV9dHCtNmachpW19l5rNw,1932,154973,False,40,0.923,0.614,0.28,0.918,5,0.0944,-13.556,1,0.0701,197.581,4,0.964
43,1930-1939,Billie Holiday,These Foolish Things (Remind Me of You) (with Teddy Wilson & His Orchestra),2Q4VdabRXVBBS1BLBRYyuq,1933,197693,False,40,0.934,0.582,0.216,0.000716,7,0.317,-12.579,1,0.0423,95.463,4,0.531
44,1930-1939,Jimmie Lunceford,Tain't What You Do (It's The Way That You Do It),6omAOQxWzNUuE3DZkI4cwr,1939,183200,False,40,0.908,0.649,0.241,0.000161,8,0.114,-14.705,1,0.419,161.45,4,0.666
45,1930-1939,Billie Holiday,I Can't Give You Anything but Love (with Teddy Wilson & His Orchestra),4bzlYe7fAUJ2YtsXMwv4MX,1933,206640,False,39,0.969,0.699,0.24,0.00286,3,0.147,-10.181,0,0.034,96.547,4,0.56
46,1930-1939,Russ Morgan & His Orchestra,I Want You for Christmas,0qDyIMp8fW8si4cKg94e78,1932,143253,False,39,0.989,0.744,0.205,0.0781,3,0.103,-12.891,1,0.128,94.49,4,0.713
47,1930-1939,Richard Himber and his Orchestra,Doin' The Uptown Lowdown,42kZZMyWGoiFScVmZhSNhy,1934-07-01,164866,False,39,0.988,0.612,0.372,3.64e-05,0,0.0921,-8.803,0,0.138,201.256,4,0.895
48,1930-1939,Glenn Miller,"Jingle Bells (feat. Tex Beneke, The Modernaires & Ernie Caceres)",6ehm13hqIfr4xR7MAKuLwq,1932,203866,False,39,0.885,0.761,0.211,4.53e-05,5,0.0483,-13.592,0,0.0559,86.161,4,0.728
49,1930-1939,Harry James,All Or Nothing At All,0m7jSL1UmvJR3So3gtqgZr,1939,177413,False,39,0.985,0.314,0.105,0.00639,2,0.242,-16.065,0,0.0333,130.771,4,0.253
0,1940-1949,Bing Crosby,White Christmas,4so0Wek9Ig1p6CRCHuINwW,1942-01-01,177480,False,88,0.673,0.317,0.158,0.353,9,0.338,-16.485,1,0.0381,130.503,3,0.247
1,1940-1949,Judy Garland,Have Yourself A Merry Little Christmas,030mot3ZKR3oskfMsqDB2R,1944-01-01,162333,False,84,0.97,0.156,0.184,0.00458,6,0.26,-14.82,1,0.0393,180.887,3,0.107
2,1940-1949,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,25leEEaz1gIpp7o21Fqyjo,1947,150266,False,83,0.799,0.834,0.371,0.0,1,0.275,-11.99,1,0.0358,96.628,4,0.976
3,1940-1949,Bing Crosby,White Christmas,3XsaSIPWvM61RIFfeb0BBR,1945-01-01,183613,False,82,0.907,0.226,0.202,5.55e-05,9,0.387,-16.222,1,0.0333,94.208,4,0.186
4,1940-1949,Bing Crosby,Silver Bells,7ehhnVu3JUWMaSJzY1zC4k,1945-01-01,182666,False,81,0.749,0.343,0.136,0.0,5,0.261,-15.142,1,0.0385,70.937,4,0.59
5,1940-1949,Bing Crosby,Twelve Days Of Christmas,0cAhE2iDJApegDnVRx6fCK,1949-01-01,203746,False,79,0.926,0.641,0.413,0.0,3,0.191,-5.624,1,0.0435,143.522,4,0.834
6,1940-1949,Gene Autry,Rudolph the Red-Nosed Reindeer,1dtIaSlyrLI04sqYa8nLyN,1947,186733,False,79,0.883,0.629,0.159,0.0,8,0.222,-14.056,1,0.0495,142.157,4,0.642
7,1940-1949,Bing Crosby,Here Comes Santa Claus (Right Down Santa Claus Lane),0oxUZhytpftSGgBGDVlCMb,1949-01-01,183412,False,75,0.851,0.627,0.337,0.0,1,0.356,-6.521,1,0.0436,151.691,4,0.734
8,1940-1949,Bing Crosby,Mele Kalikimaka (Merry Christmas),04vLj9QUXoKdRlsp3gkURo,1945-01-01,175333,False,74,0.646,0.5,0.224,0.0,3,0.284,-12.431,1,0.0935,202.481,4,0.62
9,1940-1949,Bing Crosby,Adeste Fideles,04DYwFIKeq2Bkn9aqSI9PC,1945-01-01,190440,False,72,0.981,0.206,0.253,0.00418,4,0.295,-12.639,1,0.033,165.234,5,0.432
10,1940-1949,Gene Autry,Frosty the Snowman (with The Cass County Boys) - 78rpm Version,3i8j2dKXChkErfi8jsDDuH,1947,173493,False,71,0.847,0.677,0.241,0.0,8,0.0523,-11.133,1,0.0407,172.315,4,0.963
11,1940-1949,Erik Satie,Gymnopédie No. 1,5NGtFXVpXSvwunEIGeviY3,1949,205866,False,71,0.994,0.469,0.0128,0.937,7,0.0941,-36.856,1,0.119,72.765,3,0.354
12,1940-1949,Bing Crosby,It's Beginning To Look Like Christmas,44mYhOVgerj2qPjkGDVA6n,1945-01-01,166000,False,69,0.77,0.473,0.212,0.0,0,0.136,-15.018,0,0.0496,96.94,4,0.576
13,1940-1949,Bing Crosby,I'll Be Home For Christmas,4lftz0V8DZhWSVtL4GrzMH,1945-01-01,175173,False,66,0.281,0.223,0.146,0.0,4,0.256,-16.084,0,0.0321,84.041,4,0.176
14,1940-1949,Doris Day,"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra)",6yhLR2sVn1IfsScVrR4ocr,1948,123360,False,65,0.864,0.416,0.341,0.0,9,0.724,-10.749,1,0.0391,177.229,4,0.776
15,1940-1949,Doris Day,Here Comes Santa Claus (Down Santa Claus Lane),70OUj8g2IUjubbLcW1vynZ,1946,156093,False,65,0.599,0.652,0.255,0.0,0,0.0687,-13.455,1,0.049,185.212,4,0.866
16,1940-1949,Doris Day,"Perhaps, Perhaps, Perhaps",0UsdtLayy7SqJ4rUsDMRk8,1948,151706,False,65,0.759,0.616,0.271,8.47e-06,9,0.0781,-12.215,0,0.0414,104.519,4,0.649
17,1940-1949,Gene Autry,Up On The House Top (Ho Ho Ho) (with Carl Cotner's Orchestra),4alUHNz5SiX3h4ML2ZebSp,1947,169533,False,65,0.928,0.743,0.19,0.0,1,0.117,-11.686,1,0.073,159.894,4,0.954
18,1940-1949,Frank Sinatra,"Baby, It's Cold Outside (with Dorothy Kirsten)",3wvG6oGSZ6c7oskNDsI1CY,1945,137893,False,64,0.963,0.594,0.239,0.000253,2,0.706,-12.401,1,0.131,127.892,4,0.703
19,1940-1949,Doris Day,I'll Be Home for Christmas,7dfN7KxBMzbHcdAwDf2PAa,1946,145226,False,64,0.955,0.163,0.183,0.0881,6,0.211,-17.325,1,0.0344,80.755,3,0.104
20,1940-1949,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),0SUKNXEqZnRw7g0NO139FM,1945,155586,False,63,0.888,0.596,0.325,0.0,2,0.276,-11.549,1,0.0591,143.306,4,0.851
21,1940-1949,Doris Day,Again (with The Mellomen),0qB213IfGN0JXXm9aRjldF,1945,167906,False,63,0.981,0.495,0.0209,1.13e-06,3,0.0753,-21.329,1,0.0348,62.588,4,0.145
22,1940-1949,Bing Crosby,God Rest Ye Merry Gentlemen,6Uekkm0MOVT4WznQy0ktVR,1945-01-01,137266,False,62,0.984,0.466,0.213,9.58e-05,0,0.428,-12.009,0,0.0448,97.075,3,0.693
23,1940-1949,acti,magnolia x pimp named slick back x gypsy woman x roblox wave,3m8ZotpZHju9imnvg5NC8h,1940-04-01,167473,True,62,0.0111,0.822,0.78,0.0,0,0.523,-8.423,1,0.235,92.959,4,0.944
24,1940-1949,The Pied Pipers,Dream,0AtVA7axXKVFnjQsN4xBIy,1942-06-20,168158,False,61,0.919,0.198,0.276,0.00261,7,0.21,-10.588,1,0.0289,88.422,3,0.0692
25,1940-1949,Bing Crosby,Jingle Bells,3lkYWtgDfvt304mDIkzCxr,1945-01-01,154706,False,60,0.709,0.743,0.457,0.0,3,0.0694,-10.454,1,0.0689,121.756,4,0.862
26,1940-1949,Bing Crosby,Happy Holiday,53Sdel7Ht1odgaa2oIsAKV,1942-01-01,145786,False,60,0.808,0.65,0.296,0.139,10,0.22,-13.642,1,0.0584,94.809,4,0.778
27,1940-1949,Bing Crosby,Santa Claus Is Comin' To Town,0h8ESR5ODh02q0v7wHj1Px,1945-01-01,160866,False,60,0.708,0.558,0.408,0.0,10,0.272,-11.811,1,0.067,169.293,4,0.895
28,1940-1949,Bing Crosby,Silent Night,0nXn0SUs0tltQODYyNbqcc,1945-01-01,156866,False,59,0.974,0.111,0.184,0.0456,8,0.111,-15.011,1,0.0344,76.416,1,0.214
29,1940-1949,Bing Crosby,Faith Of Our Fathers,2jXV8jUKH0L5T1mN5UGM59,1945-01-01,172840,False,59,0.967,0.278,0.107,0.00198,5,0.26,-14.259,1,0.0329,75.814,3,0.482
30,1940-1949,Judy Garland,Have Yourself a Merry Little Christmas,1BMmB1L5PbedWBAFl3xf27,1945-01-01,157506,False,58,0.91,0.286,0.0635,6.37e-05,6,0.373,-18.507,1,0.04,104.228,3,0.163
31,1940-1949,Rosemary Clooney,Suzy Snowflake - 78 rpm Version,2BKzknQpxWWcLVohaStAyi,1949,179200,False,58,0.947,0.702,0.131,0.0,8,0.143,-15.013,1,0.0433,130.857,4,0.46
32,1940-1949,Frank Sinatra,Nancy (With the Laughing Face) - 78rpm Version,4Pnzw1nLOpDNV6MKI5ueIR,1944,199000,False,58,0.984,0.295,0.0826,0.000358,1,0.156,-19.569,1,0.0367,128.6,3,0.169
33,1940-1949,Erik Satie,Gymnopédie No. 3,0hZBK2IS2uKdWVwEWXX1vB,1949,175426,False,57,0.991,0.508,0.00766,0.873,9,0.0732,-37.783,0,0.0975,130.918,4,0.588
34,1940-1949,Frank Sinatra,Someone to Watch Over Me,2W889aLIKxULEefrleFBFI,1943,198000,False,57,0.947,0.204,0.151,9.15e-06,2,0.321,-17.842,1,0.0418,91.783,3,0.134
35,1940-1949,Frank Sinatra,Saturday Night (Is The Loneliest Night In The Week),7GLmfKOe5BfOXk7334DoKt,1944,163000,False,57,0.84,0.561,0.335,1.52e-06,9,0.788,-11.093,0,0.0499,126.974,4,0.59
36,1940-1949,Bing Crosby,I've Got Plenty To Be Thankful For,6cj6m5sUiRWbXW6GX6qtDM,1942-01-01,177546,False,57,0.844,0.602,0.194,0.0136,5,0.506,-14.925,0,0.11,153.855,4,0.818
37,1940-1949,Bing Crosby,Christmas In Killarney,1G7cTr19oVsquvpejR6SrE,1945-01-01,162466,False,57,0.566,0.686,0.358,0.0,10,0.2,-12.728,1,0.255,111.55,4,0.67
38,1940-1949,Doris Day,I'm Confessin' (That I Love You),0HMLSpe9wluD1siMZ6dBqR,1949-08-01,163706,False,56,0.956,0.317,0.0186,1.9e-06,3,0.12,-23.65,0,0.0363,78.325,4,0.117
39,1940-1949,Frank Sinatra,Put Your Dreams Away (For Another Day),6kD1SNGPkfX9LwaGd1FG92,1944,186173,False,56,0.95,0.197,0.0546,0.276,1,0.152,-22.411,1,0.0346,90.15,5,0.1
40,1940-1949,Frank Sinatra,White Christmas,6zTodEJxZNaHIsfK976gSM,1945,195493,False,56,0.97,0.229,0.0911,0.00027,11,0.389,-18.707,1,0.0332,86.28,4,0.194
41,1940-1949,Bing Crosby,Christmas Carols: Deck The Halls / Away In A Manager / I Saw Three Ships,0GMYelr31Fe4RMBMCn1wb0,1949-01-01,207639,False,55,0.978,0.448,0.136,7.27e-05,9,0.295,-12.949,1,0.0487,96.224,4,0.431
42,1940-1949,Rosemary Clooney,Winter Wonderland,7tG7bg7pCYWgsYtvuMlkct,1949,195640,False,55,0.984,0.432,0.0337,0.00188,10,0.111,-22.066,1,0.0443,104.732,4,0.352
43,1940-1949,Bing Crosby,Let's Start The New Year Off Right,4poi9XaiO0PaaDJ5e7b9Ab,1942-01-01,153946,False,55,0.666,0.356,0.15,0.953,10,0.207,-14.651,1,0.0325,67.517,4,0.449
44,1940-1949,Doris Day,Here Comes Santa Claus (Down Santa Claus Lane),450AFliXT4zk55UW3b5y4q,1949,158706,False,55,0.78,0.661,0.216,0.0,0,0.128,-16.101,1,0.0553,181.737,4,0.797
45,1940-1949,Los Panchos,Sin Ti - Remasterizado,5g494R0JcpjBuRkP9L1vrh,1948,163173,False,55,0.969,0.674,0.382,0.0204,2,0.14,-12.291,1,0.036,112.304,4,0.571
46,1940-1949,Bing Crosby,Christmas Carols: Good King Wenceslas / We Three Kings Of Orient Are / Angels We Have Heard On High,1CTtkHIgNDpIeTZpFiX0R7,1949-01-01,199946,False,55,0.974,0.365,0.173,0.000585,3,0.13,-13.095,1,0.0366,83.065,5,0.481
47,1940-1949,Gene Autry,The Night Before Christmas Song,7e2uGyRULGE43zolDDWhU2,1947,168026,False,54,0.95,0.554,0.187,0.0,9,0.183,-13.164,1,0.0347,145.13,3,0.454
48,1940-1949,Mario Lanza,Deck the Halls,5fE1bUqFcRQaY5H3e5oPxp,1948-12-17,79026,False,53,0.991,0.361,0.447,1.63e-06,5,0.0624,-9.789,1,0.0387,91.053,5,0.703
49,1940-1949,Los Panchos,Contigo - Tema Remasterizado,6qvpcGNIOMkim3TZqvGhC6,1948,171533,False,53,0.979,0.789,0.297,0.000853,1,0.102,-11.253,1,0.0654,106.768,4,0.73
0,1950-1959,Bobby Helms,Jingle Bell Rock,7vQbuQcyTflfCIOu3Uzzya,1957-12-02,130973,False,96,0.643,0.754,0.424,0.0,2,0.0652,-8.463,1,0.0363,119.705,4,0.806
1,1950-1959,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,2uFaJJtFpPDc5Pa95XzTvg,1959-01-01,117146,False,92,0.912,0.451,0.24,2.45e-06,1,0.175,-14.014,1,0.0351,134.009,4,0.701
